City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Pokosnoye,RU,55.5258,101.0536,54.84,81,32,3.38,scattered clouds
702,San Quintin,MX,30.4833,-115.95,74.53,68,76,11.3,broken clouds
703,Truckee,US,39.328,-120.1833,87.08,25,0,1.99,clear sky
704,Sampit,ID,-2.5333,112.95,74.17,99,80,1.5,broken clouds
705,Tucuman,AR,-26.8241,-65.2226,69.8,40,66,11.5,broken clouds
706,Teya,RU,60.3778,92.6267,53.17,93,59,2.86,broken clouds
707,Hobyo,SO,5.3505,48.5268,76.39,82,85,25.5,overcast clouds
708,Srednekolymsk,RU,67.45,153.6833,44.11,51,14,5.57,few clouds
709,Qabaqcol,AZ,41.72,46.2647,77.04,40,20,6.33,few clouds
710,Kovdor,RU,67.5662,30.4758,68.4,70,100,5.68,overcast clouds
711,San Ignacio,BZ,17.1561,-89.0714,92.21,45,65,9.24,broken clouds
712,Kenai,US,60.5544,-151.2583,52.14,93,100,3.44,overcast clouds
713,Mbumi,TZ,-7.9058,39.2105,73.13,76,29,5.59,scattered clouds
